Qualis	Ano da Produção	Autor01	Autor01-Cat	Autor02	Autor02-Cat	Autor03	Autor03-Cat	Autor04	Autor04-Cat	Autor05	Autor05-Cat	Autor06	Autor06-Cat	Autor07	Autor07-Cat	Autor08	Autor08-Cat	Autor09	Autor09-Cat	Autor10	Autor10-Cat	Autor11	Autor11-Cat	Autor12	Autor12-Cat	Autor13	Autor13-Cat	Autor14	Autor14-Cat	Autor15	Autor15-Cat	Autor16	Autor16-Cat	Autor17	Autor17-Cat	Autor18	Autor18-Cat	Autor19	Autor19-Cat	Autor20	Autor20-Cat	Autor21	Autor21-Cat	Autor22	Autor22-Cat	Autor23	Autor23-Cat	Autor24	Autor24-Cat	Autor25	Autor25-Cat	Autor26	Autor26-Cat	Autor27	Autor27-Cat	Autor28	Autor28-Cat	Autor29	Autor29-Cat	Autor30	Autor30-Cat	Autor31	Autor31-Cat	Autor32	Autor32-Cat	Autor33	Autor33-Cat	Autor34	Autor34-Cat	Autor35	Autor35-Cat	Autor36	Autor36-Cat	Autor37	Autor37-Cat	Autor38	Autor38-Cat	Autor39	Autor39-Cat	Autor40	Autor40-Cat	Autor41	Autor41-Cat	Autor42	Autor42-Cat	Autor43	Autor43-Cat	Autor44	Autor44-Cat	Autor45	Autor45-Cat	Autor46	Autor46-Cat	Cidade	Cidade do evento	DOI	Divulgação	Edição / Número	Fascículo	IES Nome	IES Sigla	ISBN/ISSN	ISSN / Título do periódico	Idioma	Linha de Pesquisa	Natureza	Nome da editora	Nome do PPG	Nome do evento	Número da página final	Número da página inicial	Número do DOI	Observação	País	Produção Glosada?	Programa	Projeto de Pesquisa	Subtipo da Produção	Série	Tipo da Produção	Título da Produção	Título dos Anais	URL	URL do DOI	Volume	Área de Avaliação	Área de Concentração
C	2017.0	ELZA MARIA ALVES COSTEIRA	Discente - Doutorado																																																																																											Rio de Janeiro		"1012957

"	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		2359-0424 / (2359-0424) SUSTINERE: REVISTA DE SAÚDE E EDUCAÇÃO	Português	TEORIA E ENSINO DE ARQUITETURA	Completo	"Editora da Universidade do Estado do Rio de Janeiro - EdUERJ

"	ARQUITETURA		3	1		-		Não	31001017088P2	CIDADE, SAÚDE, HISTÓRIA. O PATRIMÔNIO CULTURAL DA SAÚDE E SEUS LUGARES DE MEMÓRIA NO RIO DE JANEIRO.	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	EDITORIAL		"http://www.e-publicacoes.uerj.br/index.php/sustinere/index

"		5	ARQUITETURA, URBANISMO E DESIGN	PATRIMÔNIO, TEORIA E CRÍTICA DA ARQUITETURA
C	2017.0	SILVIO SOARES MACEDO	Participante Externo	VERA REGINA TANGARI	Docente																																																																																									-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		1679-7604 / (1679-7604) CADERNOS DO PROARQ (UFRJ)	Português		Completo	-	ARQUITETURA		13	1		-		Não	31001017088P2		ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	HISTÓRIAS SOBRE HARU: O LEGADO TOMADO PELO ARQUITETO/PAISAGISTA HARUYOSHI ONO		[http://cadernos.proarq.fau.ufrj.br/pt/paginas/edicao/28]		28	ARQUITETURA, URBANISMO E DESIGN	
B1	2017.0	ALEXANDRE MAURICIO MATIELLO	Discente - Doutorado	ANA LAURA VIANNA VILLELA	Discente - Doutorado	GUILHERME RODRIGUES BRUNO	Discente - Doutorado	GISELLE CHAVES ARTEIRO	Docente																																																																																					LISBOA		"10.15847/citiescommunitiesterritories.jun2017.034.art10

"	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		2182-3030 / (2182-3030) CIDADES, COMUNIDADES E TERRITÓRIOS	Português	CULTURA, PAISAGEM E AMBIENTE CONSTRUÍDO	Completo	"DINÂMIA'CET-IUL

"	ARQUITETURA		149	133		-		Não	31001017088P2	SISTEMA DE ESPAÇOS LIVRES DE EDIFICAÇÃO- PROCEDIMENTOS METODOLÓGICOS DE AVALIAÇÃO E DE PROPOSIÇÃO	ARTIGO EM PERIÓDICO	34	BIBLIOGRÁFICA	IDENTIFICAÇÃO DE NOVOS TERRITÓRIOS EDUCATIVOS NA ESCOLA INFANTIL EM TEMPO INTEGRAL: A CONTRIBUIÇÃO DE ALGUNS INSTRUMENTOS DE AVALIAÇÃO DA PERCEPÇÃO AMBIENTAL.		"http://www.scielo.mec.pt/scielo.php?pid=S2182-30302017000100012&script=sci_abstract&tlng=en

"		1	ARQUITETURA, URBANISMO E DESIGN	QUALIDADE, AMBIENTE E PAISAGEM
C	2017.0	JULIA DELMONDES FREITAS DE SANTANA	Discente - Mestrado																																																																																											São Carlos		"104.237

"	HIPERTEXTO		1	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		2175-974X / (2175-974X) VIRUS	Português/inglês	TEORIA E ENSINO DE ARQUITETURA	Completo	-	ARQUITETURA		-	-		-		Não	31001017088P2	ENTRE ARTE, ARQUITETURA E PAISAGEM: TEORIA E CRÍTICA DA COMPLEXIDADE CONTEMPORÂNEA	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	LEMBRANÇAS ARQUITETÔNICAS CORPORIFICADAS: PERFORMANCE DOMUM		"http://www.nomads.usp.br/virus/virus15/?sec=7&item=1&lang=pt

"		15	ARQUITETURA, URBANISMO E DESIGN	PATRIMÔNIO, TEORIA E CRÍTICA DA ARQUITETURA
A4	2017.0	PAULO AFONSO RHEINGANTZ	Docente	EDUARDO GRALA DA CUNHA	Participante Externo	JAQUELINE DE LIMA PIRES	Participante Externo	LUIZA C. QUINTANA	Sem Categoria	THALITA DOS S. MACIEL	Sem Categoria	CAROLINA DYTZ SEOANE	Discente - Bacharelado	ANTONIO C. B. DA SILVA	Sem Categoria	VIVIANE MULECH	Participante Externo	CAROLINA MACHADO BELTRAME	Participante Externo																																																																											Pelotas		10.17265/1934-7359/2017.04.006	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		1934-7359 / (1934-7359) JOURNAL OF CIVIL ENGINEERING AND ARCHITECTURE (PRINT)	Português	CULTURA, PAISAGEM E AMBIENTE CONSTRUÍDO	Completo	-	ARQUITETURA		379	364		-		Não	31001017088P2	TECENDO A QUALIDADE DO LUGAR: CARTOGRAFANDO NARRATIVAS E EXPERIÊNCIAS DE URBANIDADE	ARTIGO EM PERIÓDICO	4	BIBLIOGRÁFICA	PLACE, ARCHITECTURE DESIGN AND THERMAL COMFORT: A MUNICIPAL DAY CARE CHILDHOOD CENTER IN COLÔNIA Z3, PELOTAS/RS, BRAZIL		-		11	ARQUITETURA, URBANISMO E DESIGN	QUALIDADE, AMBIENTE E PAISAGEM
C	2017.0	DENIO MUNIA BENFATTI	Participante Externo	VERA REGINA TANGARI	Docente																																																																																									-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		2182-7214 / (2182-7214) REVISTA DE MORFOLOGIA URBANA	Português	CULTURA, PAISAGEM E AMBIENTE CONSTRUÍDO	Completo	-	ARQUITETURA		124	103		-		Não	31001017088P2	SISTEMA DE ESPAÇOS LIVRES DE EDIFICAÇÃO- PROCEDIMENTOS METODOLÓGICOS DE AVALIAÇÃO E DE PROPOSIÇÃO	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	PROCESSO DE PRODUÇÃO E TRANSFORMAÇÃO DA FORMA URBANA EM CIDADES COSTEIRAS BRASILEIRAS		[http://pnum.fe.up.pt/pt/index.php/revista-de-morfologia-urbana/]		5.2	ARQUITETURA, URBANISMO E DESIGN	QUALIDADE, AMBIENTE E PAISAGEM
C	2017.0	RODRIGO DAS NEVES COSTA	Discente - Doutorado	GISELLE CHAVES ARTEIRO	Docente	ROSA MARIA LEITE RIBEIRO PEDRO	Participante Externo																																																																																							São Paulo		" http://dx.doi.org/10.11606/gtp.v12i2.120037

"	MEIO DIGITAL		2	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		1981-1543 / (1981-1543) GESTÃO & TECNOLOGIA DE PROJETOS	Português	CULTURA, PAISAGEM E AMBIENTE CONSTRUÍDO	Completo	"Periódico Científico do Instituto de Arquitetura e Urbanismo da USP

"	ARQUITETURA		115	103		-		Não	31001017088P2	AVALIAÇÃO PÓS-OCUPAÇÃO E QUALIDADE DO LUGAR: ANÁLISE E RELEITURA DOS INSTRUMENTOS PARA A PESQUISA DE CAMPO	ARTIGO EM PERIÓDICO		BIBLIOGRÁFICA	"PROJETAR-COM: O ARQUITETO COMO “AUTOR-REDE"" EM MOVIMENTO"		"http://www.revistas.usp.br/gestaodeprojetos

"		12	ARQUITETURA, URBANISMO E DESIGN	QUALIDADE, AMBIENTE E PAISAGEM
C	2017.0	PAULO AFONSO RHEINGANTZ	Docente																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		2175-6716 / (2175-6716) DROPS (SÃO PAULO)	Português	CULTURA, PAISAGEM E AMBIENTE CONSTRUÍDO	Completo	-	ARQUITETURA		5	1		-		Não	31001017088P2	TECENDO A QUALIDADE DO LUGAR: CARTOGRAFANDO NARRATIVAS E EXPERIÊNCIAS DE URBANIDADE	ARTIGO EM PERIÓDICO	121.8	BIBLIOGRÁFICA	SOBRE URUBUS, SABIÁS E SUCUPIRAS PROCESSO DE AVALIAÇÃO DA PRODUÇÃO EM ARQUITETURA E URBANISMO		[http://www.vitruvius.com.br/revistas/read/drops/18.121/6738]		1	ARQUITETURA, URBANISMO E DESIGN	QUALIDADE, AMBIENTE E PAISAGEM
A4	2017.0	MARCO ANTONIO VILCA MAMANI	Discente - Mestrado	LEOPOLDO EURICO GONCALVES BASTOS	Docente																																																																																									-		10.17265/1934-7359/2017.09.002	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		1934-7359 / (1934-7359) JOURNAL OF CIVIL ENGINEERING AND ARCHITECTURE (PRINT)	Português	ARQUITETURA, PROJETO E SUSTENTABILIDADE	Completo	-	ARQUITETURA		840	831/002		-		Não	31001017088P2	ABORDAGEM MULTICRITÉRIO PARA O PROJETO DE EDIFICAÇÕES SUSTENTÁVEIS	ARTIGO EM PERIÓDICO	9	BIBLIOGRÁFICA	SUSTAINABILITY OF VERNACULAR ARCHITECTURE AS A BASIS FOR NEW POPULAR HOUSING PROJECTS IN AREQUIPA, PERU		[http://www.davidpublisher.com/]		11	ARQUITETURA, URBANISMO E DESIGN	QUALIDADE, AMBIENTE E PAISAGEM
C	2017.0	MAIARA ROBERTA SANTOS MORSCH	Discente - Doutorado	MASCARÓ, J. J	Sem Categoria	PANDOLFO, A	Sem Categoria																																																																																							-		"http://dx.doi.org/10.1590/s1678-86212017000400199 

"	HIPERTEXTO		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		1678-8621 / (1678-8621) AMBIENTE CONSTRUÍDO (ONLINE)	Português	ARQUITETURA, PROJETO E SUSTENTABILIDADE	Completo	-	ARQUITETURA		321	305		-		Não	31001017088P2	DESENVOLVIMENTO DE CONCRETOS DE BAIXO IMPACTO AMBIENTAL VISANDO O PROJETO DE EDIFICAÇÕES SUSTENTÁVEIS	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	SUSTENTABILIDADE URBANA: RECUPERAÇÃO DOS RIOS COMO UM DOS PRINCÍPIOS DA INFRAESTRUTURA VERDE		-		17	ARQUITETURA, URBANISMO E DESIGN	QUALIDADE, AMBIENTE E PAISAGEM
C	2017.0	CRISTIANE ROSE DE SIQUEIRA DUARTE	Docente	ILANA SANCOVSCHI	Discente - Mestrado																																																																																									-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		2175-974X / (2175-974X) VIRUS	Inglês		Completo	-	ARQUITETURA		7	1		-		Não	31001017088P2		ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	THE JEWISH PLACE IN MOACYR SCLIAR?S WORK: MEMORY AND NARRATIVITY		[http://www.nomads.usp.br/virus/virus15/?sec=4&item=3&lang=en]		1	ARQUITETURA, URBANISMO E DESIGN	
B2	2017.0	INES DE AZEVEDO ISIDORO	Discente - Doutorado	Teresa Marquito Marat-Mendes	Participante Externo	VERA REGINA TANGARI	Docente																																																																																							-		10.1080/02665433.2017.1348975	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		0266-5433 / (0266-5433) PLANNING PERSPECTIVES (PRINT)	Inglês	CULTURA, PAISAGEM E AMBIENTE CONSTRUÍDO	Completo	-	ARQUITETURA		22	1		-		Não	31001017088P2	SISTEMA DE ESPAÇOS LIVRES DE EDIFICAÇÃO- PROCEDIMENTOS METODOLÓGICOS DE AVALIAÇÃO E DE PROPOSIÇÃO	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	THE PORTUGUESE RAILWAY IN TIME AND SPACE - MAPPING PHASES OF GROWTH, STAGNATION, AND DECLINE (1845-2015)		[http://www.tandfonline.com]		32	ARQUITETURA, URBANISMO E DESIGN	QUALIDADE, AMBIENTE E PAISAGEM
C	2017.0	FABIANA DIAS DA SILVA	Discente - Doutorado	MONICA SANTOS SALGADO	Docente																																																																																									-		10.20396/parc.v8i1.8649200	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	UFRJ		1980-6809 / (1980-6809) PARC : PESQUISA EM ARQUITETURA E CONSTRUÇÃO	Português	ARQUITETURA, PROJETO E SUSTENTABILIDADE	Completo	-	ARQUITETURA		19	3		-		Não	31001017088P2	CIDADES INTELIGENTES E SUSTENTABILIDADE: IMPACTO DA QUARTA REVOLUÇÃO INDUSTRIAL NA GESTÃO DE PROJETOS EM ARQUITETURA	ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	THE USE OF FTA TO EVALUATE THE POTENTIAL OF BIM PLATFORM IN BUILDING REHABILITATION		[http://https://periodicos.sbu.unicamp.br/ojs/index.php/parc/issue/view/1424/showToc][doi:10.20396/parc.v8i1.8649200]		8	ARQUITETURA, URBANISMO E DESIGN	QUALIDADE, AMBIENTE E PAISAGEM
C	2017.0	DEBORA SANCHES	Docente																																																																																											-		-	MEIO DIGITAL		-	CENTRO UNIVERSITARIO BELAS ARTES DE SAO PAULO	FEBASP		1809-6298 / (1809-6298) ARQUITEXTOS (SÃO PAULO)	Português		Completo	-	ARQUITETURA		1	1		-		Não	33248010001P0		ARTIGO EM PERIÓDICO	n. 210.02	BIBLIOGRÁFICA	ARQUICRIANÇA. ESTUDO A PARTIR DAS CRIANÇAS MORADORAS DE CORTIÇOS E PENSÕES EM SÃO PAULO		[<http://www.vitruvius.com.br/revistas/read/arquitextos/18.210/6792>.]		ano 18	ARQUITETURA, URBANISMO E DESIGN	
C	2017.0	DEBORA SANCHES	Docente	ANGELICA APARECIDA TANUS BENATTI ALVIM	Participante Externo																																																																																									-		-	VÁRIOS		-	CENTRO UNIVERSITARIO BELAS ARTES DE SAO PAULO	FEBASP		2183-4644 / (2183-4644) ESPAÇOS VIVIDOS E ESPAÇOS CONSTRUÍDOS (ONLINE)	Português	1ª LINHA: HABITAT: PROJETOS E PRÁTICAS	Completo	-	ARQUITETURA		66	59		-		Não	33248010001P0	Processos participativos: Brasil x Portugal	ARTIGO EM PERIÓDICO	5	BIBLIOGRÁFICA	HABITAÇÃO SOCIAL NO CENTRO DE SÃO PAULO A PARTIR DA LUTA DOS MOVIMENTOS SOCIAIS DE MORADIA: O EXEMPLO DO EMPREENDIMENTO SANTA CECÍLIA A		-		2	ARQUITETURA, URBANISMO E DESIGN	Arquitetura na Cidade
C	2017.0	PATRICIA DE FREITAS NERBAS	Discente - Doutorado																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	UFRGS		2446-9696 / (2446-9696) INSITU	Português	PRINCÍPIOS E PARADIGMAS DE PROJETO EM ARQUITETURA	Completo	-	ARQUITETURA		82	63		"MARQES, S. M. ; NERBAS, P. F. . a CONSTRUÇÃO DO CONHECIMENTO NO TRABALHO DE CONCLUSÃO DOS CURSOS DE ARQUITETURA E URBANISMO: O PROJETO DE ARQUITETURA COMO REFLEXÃO NA AÇÃO. INSITU, v. 3, p. 63-82, 2017

"		Não	42001013049P8	A construção formal na arquitetura	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	A CONSTRUÇÃO DO CONHECIMENTO NO TRABALHO DE CONCLUSÃO DOS CURSOS DE ARQUITETURA E URBANISMO: O PROJETO DE ARQUITETURA COMO REFLEXÃO NA AÇÃO		http://revistaseletronicas.fiamfaam.br/index.php/situs/article/view/632		3	ARQUITETURA, URBANISMO E DESIGN	PROJETO DE ARQUITETURA E URBANISMO
NA	2017.0	MARIA ALICE MEDEIROS DIAS	Discente - Doutorado																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	UFRGS		2359-5361 / (2359-5361) PAISAGEM E AMBIENTE	Português	FUNDAMENTOS TEÓRICOS E METODOLÓGICOS DA ARQUITETURA	Completo	Paisagem e Ambiente eletrônica	ARQUITETURA		198	183		DILIGENTI, M. P. ; DIAS, Maria Alice . Antropologia do lugar na Villa Grimaldi: espaço público e pluralidade de simbolismos na paisagem urbana chilena. Paisagem e Ambiente eletrônica, v. 39, p. 183-198, 2017; Meio de divulgação: Digital; 		Não	42001013049P8	O Estado-da-Arte de Lugar. Evolução de um conceito	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	ANTROPOLOGIA DO LUGAR NA VILLA GRIMALDI: ESPAÇO PÚBLICO E PLURALIDADE DE SIMBOLISMOS NA PAISAGEM URBANA CHILENA		https://www.revistas.usp.br/paam/article/view/116688		39	ARQUITETURA, URBANISMO E DESIGN	TEORIA, HISTORIA E CRITICA DA ARQUITETURA
C	2017.0	HORACIO TORRENT	Participante Externo	CLÁUDIA PIANTÁ COSTA CABRAL	Docente																																																																																									-		-	IMPRESSO		-	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	UFRGS		0718-3186 / (0718-3186) AOA (SANTIAGO)	Espanhol/Ingês	ARQUITETURA AMERICANA E CULTURA DISCIPLINAR	Completo	-	ARQUITETURA		35	16		-		Não	42001013049P8	Modernidade e Figuração. Estudos na arquitetura moderna latino-americana - etapa II	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	ARQUITECTURAS COMO INFRAESTRUCTURAS URBANAS		[http://www.aoa.cl/revista-aoa-30/]		36	ARQUITETURA, URBANISMO E DESIGN	TEORIA, HISTORIA E CRITICA DA ARQUITETURA
C	2017.0	EDSON DA CUNHA MAHFUZ	Docente																																																																																											-		-	IMPRESSO		-	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	UFRGS		0327-9022 / (0327-9022) SUMMA + (BUENOS AIRES)	Espanhol	PRINCÍPIOS E PARADIGMAS DE PROJETO EM ARQUITETURA	Completo	-	ARQUITETURA		127	124		-		Não	42001013049P8	A construção formal na arquitetura	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	CAJAS DE SORPRESAS. EDIFÍCIO LARKIN Y CAJA GRANADA		-		155	ARQUITETURA, URBANISMO E DESIGN	PROJETO DE ARQUITETURA E URBANISMO
C	2017.0	MARCOS PAULO CERETO	Discente - Doutorado																																																																																											-		-	IMPRESSO		-	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	UFRGS		2236-9643 / (2236-9643) REVISTA DA ACADEMIA AMAZONENSE DE LETRAS	Português	ARQUITETURA BRASILEIRA E CULTURA DISCIPLINAR	Completo	Revista da Academia Amazonense de Letras	ARQUITETURA		30	15		"CERETO, M. P.; ESPINOSA, V. N. . Chapéu de Palha: a madeira na arquitetura de Severiano Porto. Revista da Academia Amazonense de Letras, v. 1, p. 15-30, 2017

Palavras-chave: arquitetura moderna; severiano porto; amazônia.

"		Não	42001013049P8		ARTIGO EM PERIÓDICO	1	BIBLIOGRÁFICA	CHAPÉU DE PALHA: A MADEIRA NA ARQUITETURA DE SEVERIANO PORTO		-		1	ARQUITETURA, URBANISMO E DESIGN	TEORIA, HISTORIA E CRITICA DA ARQUITETURA
NA	2017.0	DOUGLAS VIEIRA DE AGUIAR	Docente																																																																																											-		10.11606/issn.2317-2762.v24i42p12-31	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	UFRGS		1518-9554 / (1518-9554) PÓS. REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO DA FAUUSP	Português	FUNDAMENTOS TEÓRICOS E METODOLÓGICOS DA ARQUITETURA	Completo	-	ARQUITETURA		31	12		-		Não	42001013049P8	Sobre a qualidade espacial em arquitetura	ARTIGO EM PERIÓDICO	42	BIBLIOGRÁFICA	CORPOGRAFIA ARQUITETÔNICA: O MÉTODO DO OBSERVADOR E DAS LINHAS		[http://www.revistas.usp.br/posfau/article/view/110218/127887][doi:10.11606/issn.2317-2762.v24i42p12-31]		24	ARQUITETURA, URBANISMO E DESIGN	TEORIA, HISTORIA E CRITICA DA ARQUITETURA
C	2017.0	EGON VETTORAZZI	Discente - Doutorado																																																																																											-		http://dx.doi.org/10.20396/parc.v8i3.8650237	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	UFRGS		1980-6809 / (1980-6809) PARC : PESQUISA EM ARQUITETURA E CONSTRUÇÃO	Espanhol	HABITABILIDADE DA EDIFICAÇÃO E DA URBANIZAÇÃO	Completo	-	ARQUITETURA		216	205		CAMACHO, D. O. J. ; SACHT, H. M. ; VETTORAZZI, Egon . De los elementos perforados al cobogó: histórico de uso en la arquitectura brasilera y consideraciones sobre su adaptación al clima. PARC : PESQUISA EM ARQUITETURA E CONSTRUÇÃO, v. 8, p. 205-216, 2017.		Não	42001013049P8	Estrategias de intervenções para requalificação e valorização do patrimônio arquitetônico moderno	ARTIGO EM PERIÓDICO	-	BIBLIOGRÁFICA	DE LOS ELEMENTOS PERFORADOS AL COBOGÓ: HISTÓRICO DE USO EN LA ARQUITECTURA BRASILERA Y CONSIDERACIONES SOBRE SU ADAPTACIÓN AL CLIMA.		-		8	ARQUITETURA, URBANISMO E DESIGN	PROJETO DE ARQUITETURA E URBANISMO
C	2017.0	NATHALIA CANTERGIANI FAGUNDES DE OLIVEIRA	Discente - Doutorado																																																																																											Porto Alegre		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	UFRGS		1668-2939 / (1668-2939) 30-60 CUADERNO LATINOAMERICANO DE ARQUITECTURA	Português	TIPOLOGIAS ARQUITETÔNICAS E MORFOLOGIA URBANA	Completo	-	ARQUITETURA		-	-		OLIVEIRA, Nathalia Cantergiani Fagundes de; KUNZE, Cristiano Lindenmeyer ; BRAGA, B. . Edifício Península. 30-60 CUADERNO LATINOAMERICANO DE ARQUITECTURA, v. 1, p. 00, 2017		Não	42001013049P8		ARTIGO EM PERIÓDICO	54	BIBLIOGRÁFICA	EDIFÍCIO PENÍNSULA		http://www.30-60.com.ar/sec_cont_detalle.asp?id_contenido=tSAy13aCJ48Yk5PM&titulo=edificio%20pen%EDnsula&identificador=		1	ARQUITETURA, URBANISMO E DESIGN	PROJETO DE ARQUITETURA E URBANISMO
C	2017.0	ROGERIO DE CASTRO OLIVEIRA	Docente																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	UFRGS		1809-4120 / (1809-4120) CADERNOS DE PÓS GRADUAÇÃO EM ARQUITETURA E URBANISMO (MACKENZIE. ONLINE)	Português	PRINCÍPIOS E PARADIGMAS DE PROJETO EM ARQUITETURA	Completo	-	ARQUITETURA		108	94		-		Não	42001013049P8	Teorias do projeto entre tradição e vanguarda: fundamentações, confrontações e atualizações do legado Beauxarts no contexto formativo da arquitetura moderna.	ARTIGO EM PERIÓDICO	n. 1	BIBLIOGRÁFICA	FAZENDO ARQUITETURA, PENSANDO ARQUITETURA: NOVAS PERSPECTIVAS NA TEORIA DO PROJETO		-		17	ARQUITETURA, URBANISMO E DESIGN	PROJETO DE ARQUITETURA E URBANISMO
B3	2017.0	ANDERSON CLAUDIO DALL ALBA	Discente - Mestrado																																																																																											São Paulo/SP		 http://dx.doi.org/10.11606/issn.2317-2762.v24i44p44-67	VÁRIOS		-	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	UFRGS		2317-2762 / (2317-2762) PÓS. REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO DA FAUUSP	Português/Inglês	ARQUITETURA AMERICANA E CULTURA DISCIPLINAR	Completo	PÓS. REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO DA FAUUSP	ARQUITETURA		67	44		DALL'ALBA, Anderson. Formas modernas em jardins pitorescos: correlações entre as casas de Bratke e a (sub)urbanização do bairro Paineiras do Morumbi. PÓS. REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO DA FAUUSP, v. 24, p. 44-67, 2017		Não	42001013049P8	Modernidade e Figuração. Estudos na arquitetura moderna latino-americana - etapa II	ARTIGO EM PERIÓDICO	44	BIBLIOGRÁFICA	FORMAS MODERNAS EM JARDINS PITORESCOS: CORRELAÇÕES ENTRE AS CASAS DE BRATKE E A (SUB)URBANIZAÇÃO DO BAIRRO PAINEIRAS DO MORUMBI		http://www.revistas.usp.br/posfau/article/view/111389		24	ARQUITETURA, URBANISMO E DESIGN	TEORIA, HISTORIA E CRITICA DA ARQUITETURA
C	2017.0	DANIEL PITTA FISCHMANN	Discente - Doutorado																																																																																											-		-	MEIO DIGITAL		-	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	UFRGS		1809-6298 / (1809-6298) ARQUITEXTOS (SÃO PAULO)	Português	ARQUITETURA BRASILEIRA E CULTURA DISCIPLINAR	Completo	ARQUITEXTOS (SÃO PAULO)	ARQUITETURA		-	-		FISCHMANN, D. P.. Herança brutalista - A casa do arquiteto Edenor Buchholz em Porto Alegre. ARQUITEXTOS (SÃO PAULO), v. 18, p. 04, 2017; Meio de divulgação: Digital. Homepage: http://www.vitruvius.com.br/revistas/read/arquitextos/18.206/6631; Série: 206;		Não	42001013049P8	Heterogeneidade e Arquitetura Moderna - observações desde o interior	ARTIGO EM PERIÓDICO	206	BIBLIOGRÁFICA	HERANÇA BRUTALISTA - A CASA DO ARQUITETO EDENOR BUCHHOLZ EM PORTO ALEGRE		http://www.vitruvius.com.br/revistas/read/arquitextos/18.206/6631		18	ARQUITETURA, URBANISMO E DESIGN	TEORIA, HISTORIA E CRITICA DA ARQUITETURA
