	Ano do Calendário	Programa	Nome do PPG	Área de Avaliação	IES Sigla	IES Nome	Nome Docente	Ano Titulação	Regime de Trabalho	Projetos Minter Dinter	Categoria	Início da Categoria	Fim da Categoria	Carga Horária
2250	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	ANA KARLA FREIRE DE OLIVEIRA	2011	Dedicação Exclusiva		PERMANENTE	02/08/2017		8
2251	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	ANDRE FABIO VILLAS BOAS	2002	Dedicação Exclusiva		PERMANENTE	01/08/2017		8
2252	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	BEANY GUIMARAES MONTEIRO	2004	Dedicação Exclusiva		PERMANENTE	01/08/2017		8
2253	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CARLOS ALBERTO MURAD	1982	Dedicação Exclusiva		PERMANENTE	01/08/2017	28/02/2018	6
2254	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CELSO PEREIRA GUIMARAES	2006	Dedicação Exclusiva		PERMANENTE	01/08/2017		8
2255	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	CLAUDIA ROCHA MOURTHE	2008	Dedicação Exclusiva		PERMANENTE	01/08/2017		16
2256	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	DORIS CLARA KOSMINSKY	2008	Dedicação Exclusiva		PERMANENTE	01/08/2017		6
2257	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	ELIZABETH MOTTA JACOB	2009	Dedicação Exclusiva		COLABORADOR	01/08/2017	28/02/2018	2
2258	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	FERNANDA DE ABREU CARDOSO	2010	Dedicação Exclusiva		PERMANENTE	01/08/2017		8
2259	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	IRENE DE MENDONCA PEIXOTO	2016	Dedicação Exclusiva		PERMANENTE	01/08/2017		8
2260	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	JOFRE SILVA	1999	Dedicação Exclusiva		PERMANENTE	01/08/2017		6
2261	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	JULIE DE ARAUJO PIRES	2010	Dedicação Exclusiva		PERMANENTE	01/08/2017		12
2262	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	LEONARDO VENTAPANE PINTO DE CARVALHO	2013	Dedicação Exclusiva		PERMANENTE	01/08/2017		8
2263	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	LUIZ ANTONIO FERNANDES BRAGA	2006	Dedicação Exclusiva		COLABORADOR	01/08/2017		2
2264	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	MADALENA GRIMALDI DE CARVALHO	2005	Dedicação Exclusiva		PERMANENTE	01/08/2017		12
2265	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	MADSON LUIS GOMES DE OLIVEIRA	2010	Dedicação Exclusiva		PERMANENTE	01/08/2017		12
2266	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	MARCELO GONCALVES RIBEIRO	2009	Dedicação Exclusiva		PERMANENTE	01/08/2017		8
2267	2018	31001017172P3	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UFRJ	UNIVERSIDADE FEDERAL DO RIO DE JANEIRO	MARCUS VINICIUS DE PAULA	2008	Dedicação Exclusiva		PERMANENTE	01/08/2017		12
2268	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	ANDRE LUIZ CARVALHO CARDOSO	2011	Dedicação Exclusiva		COLABORADOR	10/01/2018		20
2269	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	ANDRE RIBEIRO DE OLIVEIRA	2010	Integral		PERMANENTE	02/03/2017		20
2270	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	ANDRE SOARES MONAT	1993	Integral		PERMANENTE	01/02/2009		20
2271	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	BARBARA PECCEI SZANIECKI	2010	Parcial		PERMANENTE	11/02/2015		20
2272	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	DANIEL BITTENCOURT PORTUGAL	2015	Integral		PERMANENTE	30/10/2017		20
2273	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	FERNANDO DEL CARO SECOMANDI	2012	Integral		PERMANENTE	01/07/2015		20
2274	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	FERNANDO REISZEL PEREIRA	1999	Integral		PERMANENTE	01/08/2009		20
2275	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	GUILHERME SILVA DA CUNHA LIMA	1993	Parcial		COLABORADOR	16/03/2015		10
2276	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	JOAO DE SOUZA LEITE	2006	Integral		PERMANENTE	01/02/2005		20
2277	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	JORGE LUCIO DE CAMPOS	1992	Dedicação Exclusiva		PERMANENTE	01/02/2009		20
2278	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	LIGIA MARIA SAMPAIO DE MEDEIROS	2002	Integral		PERMANENTE	10/03/2012		20
2279	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	LUCY CARLINDA DA ROCHA DE NIEMEYER	2002	Integral		PERMANENTE	10/01/2005		20
2280	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	LUIZ ANTONIO VIDAL DE NEGREIROS GOMES	1999	Dedicação Exclusiva		PERMANENTE	07/04/2014		20
2281	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	MARCOS ANDRE FRANCO MARTINS	2009	Integral		PERMANENTE	01/02/2010		20
2282	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	RICARDO ARTUR PEREIRA CARVALHO	2012	Integral		PERMANENTE	06/03/2017		20
2283	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	SARAH LEONORA GEIGER	2004	Integral		COLABORADOR	10/08/2014		10
2284	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	SYDNEY FERNANDES DE FREITAS	1999	Integral		PERMANENTE	01/02/2009		20
2285	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	WASHINGTON DIAS LESSA	1998	Integral		PERMANENTE	01/02/2005		20
2286	2018	31004016041P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UERJ	UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO	ZOY ANASTASSAKIS	2011	Integral		PERMANENTE	01/01/2015		20
2287	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	ALBERTO CIPINIUK	1990	Integral		PERMANENTE	01/01/1994		40
2288	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	ALFREDO JEFFERSON DE OLIVEIRA	2000	Integral		PERMANENTE	01/01/1994		30
2289	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	CARLOS EDUARDO FELIX DA COSTA	2013	Integral		PERMANENTE	03/01/2017		40
2290	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	CLAUDIA RENATA MONT ALVAO BASTOS RODRIGUES	2001	Integral		PERMANENTE	01/02/2001		40
2291	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	CLAUDIO FREITAS DE MAGALHAES	2003	Dedicação Exclusiva		PERMANENTE	01/01/1994		40
2292	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	DENISE BERRUEZO PORTINARI	1998	Integral		PERMANENTE	01/02/1998		40
2293	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	JACKELINE LIMA FARBIARZ	2001	Integral		PERMANENTE	01/02/1997		40
2294	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	JORGE ROBERTO LOPES DOS SANTOS	2009	Integral		PERMANENTE	01/02/2011		40
2295	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	JOSE LUIZ MENDES RIPPER	1958	Integral		PERMANENTE	01/01/1994		40
2296	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	LUIZ ANTONIO LUZIO COELHO	1989	Integral		PERMANENTE	01/01/1994		40
2297	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	LUIZA NOVAES	2007	Integral		PERMANENTE	01/01/1994		40
2298	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	MARIA MANUELA RUPP QUARESMA	2010	Integral		PERMANENTE	03/09/2010		40
2299	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	NILTON GONCALVES GAMBA JUNIOR	2004	Integral		PERMANENTE	01/02/2006		40
2300	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	REJANE SPITZ	1993	Integral		PERMANENTE	01/01/1994		40
2301	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	RITA MARIA DE SOUZA COUTO	2008	Integral		PERMANENTE	01/01/1994		40
2302	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	VERA LUCIA MOREIRA DOS SANTOS NOJIMA	1992	Integral		PERMANENTE	01/02/1998		40
2303	2018	31005012027P9	DESIGN	ARQUITETURA, URBANISMO E DESIGN	PUC-RIO	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO	VERA MARIA MARSICANO DAMAZIO	2005	Integral		PERMANENTE	01/01/1994		40
2304	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	ANGELICA OLIVEIRA ADVERSE	2016	Parcial		COLABORADOR	08/03/2018		20
2305	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	ANTONIO VALADAO CARDOSO	1992	Integral		PERMANENTE	01/02/2010	26/10/2018	20
2306	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	CARLOS ALBERTO SILVA DE MIRANDA	2011	Integral		COLABORADOR	01/03/2013		40
2307	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	DIJON MORAES JUNIOR	2003	Integral		PERMANENTE	02/01/2009		40
2308	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	EDSON JOSE CARPINTERO REZENDE	2011	Integral		PERMANENTE	01/04/2015		40
2309	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	EDUARDO ROMEIRO FILHO	1997	Integral		PERMANENTE	01/07/2015		25
2310	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	ELIANE AYRES	2006	Integral		PERMANENTE	02/01/2009		20
2311	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	IARA SOUSA CASTRO	2010	Parcial		COLABORADOR	08/03/2018		20
2312	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	JAIRO JOSE DRUMMOND CAMARA	1993	Integral		PERMANENTE	01/01/2009		20
2313	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	JULIANA DE OLIVEIRA ROCHA FRANCO	2014	Parcial		COLABORADOR	01/08/2018		20
2314	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	KATIA ANDREA CARVALHAES PEGO	2016	Parcial		COLABORADOR	08/03/2018		20
2315	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	MARCELINA DAS GRACAS DE ALMEIDA	2007	Integral		PERMANENTE	02/01/2009		40
2316	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	MARIA REGINA ALVARES CORREIA DIAS	2009	Integral		PERMANENTE	04/01/2010		40
2317	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	RITA APARECIDA DA CONCEICAO RIBEIRO	2008	Integral		PERMANENTE	02/01/2009		40
2318	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	RITA DE CASTRO ENGLER	1993	Integral		PERMANENTE	02/01/2009		40
2319	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	ROSEMARY DO BOM CONSELHO SALES	2008	Integral		PERMANENTE	02/01/2009		40
2320	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	SEBASTIANA LUIZA BRAGANCA LANA	1997	Integral		PERMANENTE	02/01/2009		20
2321	2018	32025017002P2	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UEMG	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	SERGIO ANTONIO SILVA	2006	Integral		PERMANENTE	02/01/2009		40
2322	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	ALESSANDRO VENTURA	2000	Parcial		COLABORADOR	01/03/2017		4
2323	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	ANDRE LEME FLEURY	2007	Integral		PERMANENTE	01/03/2017		40
2324	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	CARLOS ROBERTO ZIBEL COSTA	1989	Parcial		COLABORADOR	01/03/2017		4
2325	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	CIBELE HADDAD TARALLI	1994	Parcial		PERMANENTE	01/03/2017		24
2326	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	CLICE DE TOLEDO SANJAR MAZZILL	2003	Dedicação Exclusiva		PERMANENTE	01/03/2017		20
2327	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	CRISTIANE AUN BERTOLDI	2005	Dedicação Exclusiva		PERMANENTE	01/03/2017		20
2328	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	CYNTIA SANTOS MALAGUTI DE SOUSA	2000	Parcial		PERMANENTE	01/03/2017		24
2329	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	DANIELA KUTSCHAT	2002	Parcial		PERMANENTE	01/03/2017		20
2330	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	DENISE DANTAS	2005	Dedicação Exclusiva		PERMANENTE	01/03/2017		20
2331	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	FERES LOURENCO KHOURY	1997	Parcial		COLABORADOR	01/03/2017		12
2332	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	GISELLE BEIGUELMAN	1991	Dedicação Exclusiva		PERMANENTE	01/03/2017		20
2333	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	LARA LEITE BARBOSA	2009	Dedicação Exclusiva		PERMANENTE	01/03/2017		20
2334	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	LUIS CLAUDIO PORTUGAL DO NASCIMENTO	1997	Dedicação Exclusiva		PERMANENTE	01/03/2017		20
2335	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARCOS DA COSTA BRAGA	2005	Dedicação Exclusiva		PERMANENTE	01/03/2017		30
2336	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	MARIA CECILIA LOSCHIAVO DOS SANTOS	1985	Dedicação Exclusiva		PERMANENTE	01/03/2017		20
2337	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	PAULO EDUARDO FONSECA DE CAMPOS	2002	Dedicação Exclusiva		PERMANENTE	01/03/2017		20
2338	2018	33002010249P8	DESIGN	ARQUITETURA, URBANISMO E DESIGN	USP	UNIVERSIDADE DE SÃO PAULO	PRISCILA LENA FARIAS	2002	Dedicação Exclusiva		PERMANENTE	01/03/2017		40
2339	2018	33004056082P0	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UNESP-BAURU	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU )	CASSIA LETICIA CARRARA DOMICIANO	2008	Integral		PERMANENTE	02/01/2014		20
2340	2018	33004056082P0	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UNESP-BAURU	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU )	FAUSTO ORSI MEDOLA	2013	Integral		PERMANENTE	07/02/2014		20
2341	2018	33004056082P0	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UNESP-BAURU	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU )	GALDENORO BOTURA JUNIOR	1991	Integral		PERMANENTE	17/11/2011		20
2342	2018	33004056082P0	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UNESP-BAURU	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU )	JOAO EDUARDO GUARNETTI DOS SANTOS	1993	Integral		PERMANENTE	01/01/1999		20
2343	2018	33004056082P0	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UNESP-BAURU	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU )	JOAO FERNANDO MARAR	1997	Integral		COLABORADOR	01/01/2015		20
2344	2018	33004056082P0	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UNESP-BAURU	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU )	JOAO ROBERTO GOMES DE FARIA	1997	Integral		PERMANENTE	01/01/1999		10
2345	2018	33004056082P0	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UNESP-BAURU	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU )	LUIS CARLOS PASCHOARELLI	2003	Integral		PERMANENTE	01/02/2004		20
2346	2018	33004056082P0	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UNESP-BAURU	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU )	MARCO ANTONIO DOS REIS PEREIRA	1997	Integral		PERMANENTE	11/12/2002		20
2347	2018	33004056082P0	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UNESP-BAURU	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU )	MARIZILDA DOS SANTOS MENEZES	1998	Integral		PERMANENTE	01/01/1999		20
2348	2018	33004056082P0	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UNESP-BAURU	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU )	MILTON KOJI NAKATA	2003	Integral		PERMANENTE	02/01/2014		20
2349	2018	33004056082P0	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UNESP-BAURU	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU )	MONICA CRISTINA DE MOURA	2003	Integral		PERMANENTE	01/08/2010		20
2350	2018	33004056082P0	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UNESP-BAURU	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU )	OLIMPIO JOSE PINHEIRO	1990	Integral		PERMANENTE	01/02/2007		20
2351	2018	33004056082P0	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UNESP-BAURU	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU )	PAULA DA CRUZ LANDIM	2001	Integral		PERMANENTE	01/07/1999		20
2352	2018	33004056082P0	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UNESP-BAURU	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU )	SERGIO TOSI RODRIGUES	2000	Integral		PERMANENTE	02/01/2014		20
2353	2018	33004056082P0	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UNESP-BAURU	UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU )	TOMAS QUEIROZ FERREIRA BARATA	2008	Dedicação Exclusiva		PERMANENTE	01/01/2018		20
2354	2018	33106010002P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UAM	UNIVERSIDADE ANHEMBI MORUMBI	AGDA REGINA DE CARVALHO	2002	Integral		PERMANENTE	01/08/2011		40
2355	2018	33106010002P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UAM	UNIVERSIDADE ANHEMBI MORUMBI	ANNA MAE TAVARES BASTOS BARBOSA	1978	Integral		PERMANENTE	02/01/2006		40
2356	2018	33106010002P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UAM	UNIVERSIDADE ANHEMBI MORUMBI	CRISTIANE FERREIRA MESQUITA	2008	Integral		PERMANENTE	02/01/2006		40
2357	2018	33106010002P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UAM	UNIVERSIDADE ANHEMBI MORUMBI	GILBERTO DOS SANTOS PRADO	1994	Integral		PERMANENTE	03/08/2015		30
2358	2018	33106010002P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UAM	UNIVERSIDADE ANHEMBI MORUMBI	GISELA BELLUZZO DE CAMPOS	1998	Integral		PERMANENTE	02/01/2006		40
2359	2018	33106010002P5	DESIGN	ARQUITETURA, URBANISMO E DESIGN	UAM	UNIVERSIDADE ANHEMBI MORUMBI	MILTON TERUMITSU SOGABE	1996	Integral		PERMANENTE	04/08/2017		40
